"acct_no","card_no","cust_name","uid","mob_phone","mge_org","recom_no","mp_number","mp_type","mp_status","purch_date","purch_mth","total_amt","total_mths","mth_instl","instl_cnt","rem_ppl","total_fee","rem_fee","rec_fee","etl_dt"
"0050173041","6228151354691747",苗危跑,"330624198110075377","13770077262","""""","""""","0001",灵活分期,活动,"20211016","10",3800.00,12,316.67,5,2216.65,266.00,155.19,110.81,"2022-03-08"
"0050335293","6228151354128732",武枷,"320982199012119826","18651542956","""""","""""","0001",大额分期,活动,"20200309","03",240000.00,36,6666.66,24,79999.98,28800.00,9600.00,19200.00,"2022-03-08"
"0050270263","6228151354110466",宫茂,"330723198811226317","18705110809","""""","""""","0005",账单分期,活动,"20210520","05",10000.00,12,833.34,9,2500.00,700.00,0.00,700.00,"2022-03-08"
"0000409116","6228159858102624",向茂弯,"320982199203154624","15151088818","""""","""""","0005",账单分期,活动,"20220111","01",1851.00,12,154.25,2,1542.50,129.57,107.99,21.58,"2022-03-08"
"0050834134","6228151354962296",赖碾,"330624199605061385","15366587158","""""","""""","0001",大额分期,活动,"20201117","11",100000.00,36,2777.78,16,55555.52,12000.00,0.00,12000.00,"2022-03-08"
"0000455076","6228159882692624",贺唐,"320982199211234691","18551501598","""""","""""","0001",灵活分期,活动,"20201013","10",2000.00,24,83.34,17,583.34,288.00,0.00,288.00,"2022-03-08"
"0050309418","6228151354186623",贺勇奔,"320982199207110514","18352049092","""""","""""","0001",大额分期,活动,"20200427","04",45000.00,36,1250.00,22,17500.00,5400.00,0.00,5400.00,"2022-03-08"
"0050885181","6228151354963534",陶萨驳,"320926197611064628","18021892895","""""","""""","0001",大额分期,活动,"20201205","12",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0050602289","6228161392673847",向扎硫,"320982199903119395","15151086654","""""","""""","0001",灵活分期,活动,"20200823","08",4000.00,24,166.66,18,999.99,576.00,0.00,576.00,"2022-03-08"
"0050801973","6228151354962437",赖叫巡,"320926196909060561","18261200618","""""","""""","0001",大额分期,活动,"20201110","11",100000.00,36,2777.78,16,55555.52,12000.00,0.00,12000.00,"2022-03-08"
"0051181884","6228151354952552",桂宽涓,"320982198207174329","13405098020","""""","""""","0001",大额分期,活动,"20210828","08",220000.00,36,6111.11,6,183333.34,26400.00,0.00,26400.00,"2022-03-08"
"0000331846","6228159973512624",兰败唐,"320926198107249898","18261209477","""""","""""","0001",账单分期,活动,"20210524","05",2171.21,12,180.94,9,542.80,151.98,0.00,151.98,"2022-03-08"
"0050728684","6228161392665710",曲腿唐,"320982200005159374","19850739835","""""","""""","0001",账单分期,活动,"20210330","03",3600.00,12,300.00,11,300.00,252.00,0.00,252.00,"2022-03-08"
"0050887410","6228151354968566",关唐,"32098219860818179X","18352028157","""""","""""","0001",大额分期,活动,"20201214","12",90000.00,36,2500.00,15,52500.00,10800.00,0.00,10800.00,"2022-03-08"
"0050412193","6228151354141362",佟茂痴,"320911198904141420","15366595025","""""","""""","0001",大额分期,活动,"20200526","05",50000.00,36,1388.89,21,20833.31,6000.00,2500.05,3499.95,"2022-03-08"
"0050775803","6228161392610856",常稍咕,"320926197911099822","13914691234","""""","""""","0001",账单分期,活动,"20210511","05",1099.76,12,91.64,10,183.29,76.98,0.00,76.98,"2022-03-08"
"0050006953","6228151354679601",易候暗,"511224197402133063","15950320699","""""","""""","0001",大额分期,活动,"20210108","01",50000.00,36,1388.89,14,30555.54,6000.00,0.00,6000.00,"2022-03-08"
"0050239278","6228151354106688",贺耀唤,"320926197108035678","13814309720","""""","""""","0001",大额分期,活动,"20191226","12",28000.00,36,777.77,26,7777.75,2940.00,0.00,2940.00,"2022-03-08"
"0050085535","6228151354614228",臧吁颗,"320926197907281816","13861410082","""""","""""","0002",账单分期,活动,"20211110","11",1000.00,12,83.33,4,666.68,70.00,46.68,23.32,"2022-03-08"
"0000189504","6228159238476623",官邢罢,"32098219900612539X","17751056888","""""","""""","0001",大额分期,活动,"20201228","12",200000.00,36,5555.55,14,122222.21,24000.00,0.00,24000.00,"2022-03-08"
"0050314416","6228151354183729",洪截柔,"320926196512153399","13851008136","""""","""""","0001",大额分期,活动,"20191212","12",300000.00,36,8333.34,27,75000.01,36000.00,0.00,36000.00,"2022-03-08"
"0050639488","6228151354903217",贺穗,"320982198807300384","18761207286","""""","""""","0006",账单分期,新增的,"20220305","03",2715.00,3,905.00,0,2715.00,43.44,43.44,0.00,"2022-03-08"
"0000278180","6228159511120625",辛帐辱,"320982198409212397","15189286989","""""","""""","0001",大额分期,活动,"20201130","11",200000.00,36,5555.56,15,116666.65,24000.00,0.00,24000.00,"2022-03-08"
"0050708068","6228151354960134",葛缭缭,"330702199010188448","13951480303","""""","""""","0001",大额分期,活动,"20201010","10",135000.00,36,3750.00,17,71250.00,16200.00,0.00,16200.00,"2022-03-08"
"0000389048","6228159938617625",贺碘,"51112319920616621X","18352027522","""""","""""","0001",大额分期,活动,"20210517","05",50000.00,36,1388.89,10,36111.10,6000.00,0.00,6000.00,"2022-03-08"
"0050270263","6228151354110466",宫茂,"330723198811226317","18705110809","""""","""""","0006",账单分期,活动,"20211208","12",4900.00,6,816.67,3,2449.99,171.50,85.76,85.74,"2022-03-08"
"0000409116","6228159858102624",向茂弯,"320982199203154624","15151088818","""""","""""","0003",账单分期,活动,"20210711","07",2043.00,12,170.25,8,681.00,143.01,0.00,143.01,"2022-03-08"
"0050304943","6228151354184545",祁吉络,"320926197108060099","18261200365","""""","""""","0001",大额分期,活动,"20191202","12",93000.00,36,2583.34,27,23250.01,11160.00,0.00,11160.00,"2022-03-08"
"0000202284","6228159557926620",陶郊,"320982199704282712","18261206083","""""","""""","0012",账单分期,活动,"20210505","05",1371.64,12,114.30,10,228.61,96.01,0.00,96.01,"2022-03-08"
"0050868609","6228151354963401",曲溃碾,"320982199810141817","13851312035","""""","""""","0001",大额分期,活动,"20201201","12",150000.00,36,4166.67,15,87499.96,18000.00,0.00,18000.00,"2022-03-08"
"0050332627","6228151354128443",谷驻,"320926197403244683","15995178986","""""","""""","0001",大额分期,活动,"20200303","03",50000.00,36,1388.89,24,16666.64,6000.00,0.00,6000.00,"2022-03-08"
"0050781562","6228151354969366",官赴驻,"320926197108050958","15895165343","""""","""""","0001",大额分期,活动,"20201102","11",205000.00,36,5694.44,16,113888.90,24600.00,0.00,24600.00,"2022-03-08"
"0050989149","6228151354967634",霍杏宏,"330702196712028998","13815574898","""""","""""","0001",大额分期,活动,"20210225","02",72267.00,36,2007.42,12,48177.96,6142.70,4095.14,2047.56,"2022-03-08"
"0050260476","6228151354151528",鲁雪勇,"320982198308064399","13851311688","""""","""""","0001",大额分期,活动,"20200716","07",220000.00,36,6111.11,20,97777.80,26400.00,11733.40,14666.60,"2022-03-08"
"0000331846","6228159973512624",兰败唐,"320926198107249898","18261209477","""""","""""","0002",账单分期,活动,"20210809","08",2689.57,12,224.13,7,1120.66,188.27,0.00,188.27,"2022-03-08"
"0000029627","6228159328363624",贺赴庐,"320926196905295507","13337981912","""""","""""","0001",大额分期,活动,"20191210","12",300000.00,36,8333.34,27,75000.01,36000.00,0.00,36000.00,"2022-03-08"
"0050965737","6228161354674668",贺剑唐,"330723198407060773","18252207709","""""","""""","0004",账单分期,活动,"20211031","10",14966.00,12,1247.17,4,9977.32,1047.62,698.42,349.20,"2022-03-08"
"0000000505","6228159354479625",兰赴沿,"320926196401041298","13645108559","""""","""""","0004",账单分期,活动,"20211212","12",3177.70,12,264.81,3,2383.27,222.44,166.85,55.59,"2022-03-08"
"0050775803","6228161392610856",常稍咕,"320926197911099822","13914691234","""""","""""","0002",账单分期,活动,"20210524","05",8908.04,12,742.34,9,2227.00,623.56,0.00,623.56,"2022-03-08"
"0050709939","6228161392601160",常攻谤,"32098220001005039X","17626675490","""""","""""","0003",账单分期,活动,"20220202","02",1158.56,12,96.55,1,1062.01,81.10,74.35,6.75,"2022-03-08"
"0000311785","6228159993229621",文辱,"320982198910240711","13186453885","""""","""""","0003",账单分期,活动,"20210411","04",3959.66,12,329.98,11,329.97,277.18,0.00,277.18,"2022-03-08"
"0050956325","6228151354967311",辛鲟,"320982198704025703","18261206688","""""","""""","0001",大额分期,活动,"20210120","01",80000.00,36,2222.22,13,51111.14,9600.00,0.00,9600.00,"2022-03-08"
"0050287073","6228151354115929",常玥,"320982199006114703","18261211212","""""","""""","0001",大额分期,活动,"20200120","01",100000.00,36,2777.78,25,30555.52,12000.00,0.00,12000.00,"2022-03-08"
"0050143285","6228151354680922",乔珠龄,"320926197003058216","13815562338","""""","""""","0001",大额分期,活动,"20201124","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0000243735","6228159540259626",纪侨宏,"320926197011228617","18651760799","""""","""""","0001",大额分期,活动,"20191217","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0051078303","6228151354967709",丛柜,"320982198703141294","18036342666","""""","""""","0001",大额分期,活动,"20210429","04",160000.00,36,4444.44,10,115555.57,19200.00,0.00,19200.00,"2022-03-08"
"0050356251","6228151354121539",贺凹,"320982199701010391","13961953130","""""","""""","0001",大额分期,活动,"20200804","08",170000.00,36,4722.22,19,80277.82,20400.00,0.00,20400.00,"2022-03-08"
"0000250047","6228159584613621",易剑剑,"330723199108122908","15195134422","""""","""""","0013",账单分期,活动,"20211221","12",1366.20,3,455.40,2,455.40,21.86,7.29,14.57,"2022-03-08"
"0050258728","6228151354154761",邸汪,"32092619810826239X","18021898115","""""","""""","0005",账单分期,活动,"20220111","01",3690.00,6,615.00,2,2460.00,129.15,86.11,43.04,"2022-03-08"
"0050924107","6228151354967089",常宽乌,"320982199909292383","15396874599","""""","""""","0001",大额分期,活动,"20210106","01",130000.00,36,3611.11,14,79444.46,15600.00,0.00,15600.00,"2022-03-08"
"0050311282","6228151354189411",鲁驻勇,"320982198706211286","13914699919","""""","""""","0001",大额分期,活动,"20200828","08",150000.00,24,6250.00,18,37500.00,12000.00,3000.00,9000.00,"2022-03-08"
"0000202284","6228159557926620",陶郊,"320982199704282712","18261206083","""""","""""","0009",大额分期,活动,"20201105","11",70000.00,36,1944.44,16,38888.90,8400.00,0.00,8400.00,"2022-03-08"
"0000405198","6228159852147625",陶添唐,"320926197202299397","15251177090","""""","""""","0001",大额分期,活动,"20190408","04",88000.00,36,2444.45,35,2444.44,10560.00,0.00,10560.00,"2022-03-08"
"0050316092","6228151354187894",滕框慰,"320982198606103560","15851004567","""""","""""","0001",大额分期,活动,"20191216","12",94000.00,36,2611.11,27,23500.03,11280.00,2820.06,8459.94,"2022-03-08"
"0000458240","6228159881910621",明魔舰,"320926197301161270","13851005560","""""","""""","0001",大额分期,活动,"20190625","06",250000.00,36,6944.44,32,27777.78,30000.00,0.00,30000.00,"2022-03-08"
"0000251975","6228159583099624",易遵,"320926197803165714","15394677666","""""","""""","0001",大额分期,活动,"20190806","08",160000.00,36,4444.45,31,22222.22,19200.00,2666.70,16533.30,"2022-03-08"
"0050782489","6228161394657541",常圆危,"430105200005015396","15587080371","""""","""""","0003",账单分期,活动,"20210528","05",1667.00,12,138.92,9,416.74,116.69,0.00,116.69,"2022-03-08"
"0050919466","6228151354967949",嫁厅勇,"320982199001306394","15195169610","""""","""""","0001",大额分期,活动,"20201223","12",61000.00,36,1694.44,14,37277.79,7320.00,0.00,7320.00,"2022-03-08"
"0050323306","6228151354120895",卜患衬,"320982199205095648","15961953043","""""","""""","0001",大额分期,活动,"20210926","09",60000.00,36,1666.67,5,51666.65,7200.00,6200.00,1000.00,"2022-03-08"
"0000226633","6228159526351629",陶鹿痴,"32098219810920984X","18796533188","""""","""""","0008",账单分期,活动,"20211118","11",1536.00,6,256.00,3,768.00,53.76,26.88,26.88,"2022-03-08"
"0000491500","6228159863470628",毕昌宅,"330624199208138692","13390677917","""""","""""","0003",账单分期,活动,"20210712","07",1444.50,12,120.37,8,481.50,101.12,0.00,101.12,"2022-03-08"
"0050782489","6228161394657541",常圆危,"430105200005015396","15587080371","""""","""""","0002",账单分期,活动,"20210509","05",1726.00,12,143.83,10,287.67,120.82,0.00,120.82,"2022-03-08"
"0050310846","6228151354186961",陶帝魔,"320926196505071790","15962073266","""""","""""","0001",大额分期,活动,"20191210","12",50000.00,36,1388.89,27,12499.97,6000.00,0.00,6000.00,"2022-03-08"
"0050772939","6228161392610955",向败芒,"320982199907188611","18921827767","""""","""""","0003",账单分期,活动,"20210918","09",2684.22,12,223.69,5,1565.79,187.90,109.62,78.28,"2022-03-08"
"0051223992","6228151354952057",兰赴崎,"320926196901225739","13651582840","""""","""""","0001",大额分期,活动,"20211110","11",200000.00,36,5555.56,4,177777.76,18000.00,0.00,18000.00,"2022-03-08"
"0050709939","6228161392601160",常攻谤,"32098220001005039X","17626675490","""""","""""","0002",账单分期,活动,"20210518","05",1557.85,12,129.82,9,389.47,109.05,0.00,109.05,"2022-03-08"
"0050314914","6228151354187670",位姜,"320911199312031476","18724155168","""""","""""","0003",账单分期,活动,"20211027","10",1505.47,12,125.45,4,1003.64,105.38,70.26,35.12,"2022-03-08"
"0050157676","6228151354683165",盖篇骜,"330624198011059320","15805104667","""""","""""","0008",账单分期,新增的,"20220218","02",2567.00,6,427.83,0,2567.00,89.85,89.85,0.00,"2022-03-08"
"0050913261","6228151354967907",武茸,"320982198608208593","13770245578","""""","""""","0001",大额分期,活动,"20210108","01",140000.00,36,3888.89,14,85555.54,16800.00,10266.74,6533.26,"2022-03-08"
"0051231701","6228151354955480",贺贯沿,"433122197306229368","18312474156","""""","""""","0001",大额分期,活动,"20211202","12",72930.00,36,2025.83,3,66852.51,6199.05,5682.48,516.57,"2022-03-08"
"0051019515","6228151354958732",施筹碘,"320982199901319393","15371185550","""""","""""","0001",大额分期,活动,"20210222","02",80000.00,36,2222.22,12,53333.36,9600.00,0.00,9600.00,"2022-03-08"
"0000450578","6228159884497626",俞淡唤,"320982199211289879","15051090407","""""","""""","0001",大额分期,活动,"20190622","06",70000.00,36,1944.44,32,7777.78,6300.00,0.00,6300.00,"2022-03-08"
"0050954004","6228151354967840",庞液液,"320982199607138452","18361611150","""""","""""","0001",大额分期,活动,"20210125","01",106000.00,36,2944.45,13,67722.23,12720.00,0.00,12720.00,"2022-03-08"
"0050037355","6228151354668745",贺茸,"331003199503093366","15952672595","""""","""""","0002",账单分期,活动,"20210720","07",1218.00,12,101.50,7,507.50,85.26,0.00,85.26,"2022-03-08"
"0050373902","6228151354127742",霍灭,"320982199706059397","18762383223","""""","""""","0002",大额分期,活动,"20201214","12",50000.00,24,2083.34,15,18750.01,4000.00,0.00,4000.00,"2022-03-08"
"0000266518","6228159506407623",伍勇,"320982198802260512","15962076032","""""","""""","0002",大额分期,活动,"20210706","07",200000.00,24,8333.33,8,133333.36,12000.00,0.00,12000.00,"2022-03-08"
"0050407528","6228151354148896",武巡,"330624197412126390","15295309992","""""","""""","0001",大额分期,活动,"20200602","06",87809.00,36,2439.14,21,36587.06,7463.77,3109.95,4353.82,"2022-03-08"
"0050313390","6228151354182234",饶筹患,"320982198606056397","15061189322","""""","""""","0001",大额分期,活动,"20191209","12",60000.00,36,1666.67,27,14999.98,7200.00,0.00,7200.00,"2022-03-08"
"0000426779","6228159826295625",辛握驻,"320982199404162698","18082194681","""""","""""","0001",大额分期,活动,"20190612","06",140000.00,36,3888.89,33,11666.65,16800.00,0.00,16800.00,"2022-03-08"
"0000290677","6228159564393624",陶败植,"320982198905263695","15298587922","""""","""""","0005",账单分期,活动,"20220118","01",2500.00,3,833.33,1,1666.67,40.00,26.67,13.33,"2022-03-08"
"0000452946","6228159887012620",辛渣,"320926198106198021","13117563666","""""","""""","0001",大额分期,活动,"20190622","06",260000.00,36,7222.22,32,28888.90,31200.00,3466.68,27733.32,"2022-03-08"
"0000491500","6228159863470628",毕昌宅,"330624199208138692","13390677917","""""","""""","0002",账单分期,活动,"20210407","04",3908.60,12,325.72,11,325.71,273.60,0.00,273.60,"2022-03-08"
"0050864860","6228151354963682",常纭捷,"330701199708200174","18361099091","""""","""""","0001",大额分期,活动,"20201130","11",50000.00,36,1388.89,15,29166.65,6000.00,0.00,6000.00,"2022-03-08"
"0050722529","6228151354960886",沿滨枷,"320982199505264343","18361251796","""""","""""","0001",大额分期,活动,"20201020","10",50000.00,24,2083.33,16,16666.68,4000.00,0.00,4000.00,"2022-03-08"
"0000292031","6228159567654626",向鹿妻,"320982198206124696","13401718800","""""","""""","0001",大额分期,活动,"20191216","12",200000.00,36,5555.56,27,49999.99,24000.00,6000.03,17999.97,"2022-03-08"
"0000457898","6228159885547627",章斜,"320982198707261226","15151085261","""""","""""","0001",大额分期,活动,"20190625","06",124000.00,36,3444.44,32,13777.78,14880.00,0.00,14880.00,"2022-03-08"
"0000317462","6228159995788624",祁瑟溃,"320982199207016798","18105113021","""""","""""","0001",账单分期,活动,"20211111","11",3953.70,6,658.95,4,1317.90,138.38,46.14,92.24,"2022-03-08"
"0050842036","6228151354962924",明搭搭,"320982198610204719","18761208120","""""","""""","0001",大额分期,活动,"20201123","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0050157676","6228151354683165",盖篇骜,"330624198011059320","15805104667","""""","""""","0007",账单分期,活动,"20211123","11",1663.00,6,277.17,3,831.49,58.21,29.11,29.10,"2022-03-08"
"0000307431","6228159955754624",项恒沿,"32092619750521432X","13813414077","""""","""""","0002",账单分期,活动,"20220207","02",1700.00,3,566.67,1,1133.33,27.20,18.14,9.06,"2022-03-08"
"0050139022","6228151354635736",陶束苛,"320982199106044714","15722588890","""""","""""","0004",大额分期,活动,"20200602","06",89513.00,36,2486.48,21,37297.12,7608.61,3170.26,4438.35,"2022-03-08"
"0051185734","6228151354953980",倪碗袖,"320911198709032990","18068860662","""""","""""","0001",大额分期,活动,"20211012","10",57487.00,36,1596.86,5,49502.70,4886.40,4207.75,678.65,"2022-03-08"
"0050387324","6228151354140935",祝雪,"330326196502044390","18020351399","""""","""""","0001",大额分期,活动,"20200507","05",370000.00,36,10277.77,22,143888.85,44400.00,17266.74,27133.26,"2022-03-08"
"0050954004","6228151354967840",庞液液,"320982199607138452","18361611150","""""","""""","0002",账单分期,活动,"20211212","12",2000.00,6,333.34,3,1000.00,70.00,35.01,34.99,"2022-03-08"
"0050324319","6228151354195079",庞搭,"32098219890607989X","18851481288","""""","""""","0001",大额分期,活动,"20200320","03",75000.00,36,2083.34,23,27083.35,9000.00,0.00,9000.00,"2022-03-08"
"0050200460","6228151354622247",陶鹿瘫,"330782197408154304","18961991718","""""","""""","0004",账单分期,活动,"20211018","10",12600.00,12,1050.00,4,8400.00,882.00,588.00,294.00,"2022-03-08"
"0000266518","6228159506407623",伍勇,"320982198802260512","15962076032","""""","""""","0001",大额分期,活动,"20210116","01",120000.00,24,5000.00,14,50000.00,7200.00,0.00,7200.00,"2022-03-08"
"0000400681","6228159854324628",陶莹,"320926195809019399","13905112883","""""","""""","0001",大额分期,活动,"20190411","04",170000.00,36,4722.23,35,4722.22,15300.00,0.00,15300.00,"2022-03-08"
"0050627269","6228161392675685",丛缅,"320982198909119391","18601506846","""""","""""","0001",账单分期,活动,"20210808","08",3600.00,12,300.00,7,1500.00,252.00,0.00,252.00,"2022-03-08"
"0050178199","6228151354692984",常绿搭,"320926196607024098","13770281688","""""","""""","0001",账单分期,活动,"20210710","07",1499.32,12,124.94,8,499.78,104.95,0.00,104.95,"2022-03-08"
"0050511754","6228151354970307",车擅厦,"330201199302103094","13771185484","""""","""""","0001",大额分期,活动,"20200720","07",90000.00,36,2500.00,19,42500.00,10800.00,0.00,10800.00,"2022-03-08"
"0050808340","6228151354962494",贺韶,"320982199707139823","15298580800","""""","""""","0001",大额分期,活动,"20201127","11",150000.00,36,4166.67,15,87499.96,18000.00,10500.00,7500.00,"2022-03-08"
"0050253253","6228161354670047",邸危庐,"320926197109181298","13851017650","""""","""""","0001",大额分期,活动,"20191014","10",360000.00,36,10000.00,29,70000.00,43200.00,8400.00,34800.00,"2022-03-08"
"0050323158","6228151354120531",时鹿辟,"320982199210234390","13814304749","""""","""""","0001",大额分期,活动,"20200103","01",250000.00,36,6944.44,26,69444.45,30000.00,0.00,30000.00,"2022-03-08"
"0051106456","6228151354956934",赖碗,"320982198505132717","13401713670","""""","""""","0001",大额分期,活动,"20210517","05",80000.00,36,2222.22,10,57777.80,7200.00,0.00,7200.00,"2022-03-08"
"0050627269","6228161392675685",丛缅,"320982198909119391","18601506846","""""","""""","0002",账单分期,活动,"20220110","01",1425.36,12,118.78,2,1187.80,99.78,83.16,16.62,"2022-03-08"
"0050466230","6228151354143954",常尺秸,"330726197903098898","17352339221","""""","""""","0001",大额分期,活动,"20200710","07",62162.00,36,1726.72,20,27627.60,5283.77,2348.37,2935.40,"2022-03-08"
"0050317065","6228151354185765",乔罢,"320982199212254512","13913744324","""""","""""","0001",大额分期,活动,"20191216","12",50000.00,36,1388.89,27,12499.97,6000.00,0.00,6000.00,"2022-03-08"
"0000349327","6228159948863623",屈筹辟,"320982198811200693","15298580080","""""","""""","0001",账单分期,新增的,"20220303","03",2894.38,3,964.79,0,2894.38,46.31,46.31,0.00,"2022-03-08"
"0050522436","6228151354976452",贺痴,"330702199307305844","15751114333","""""","""""","0001",大额分期,活动,"20200723","07",270000.00,36,7500.00,19,127500.00,32400.00,15300.00,17100.00,"2022-03-08"
"0050168445","6228151354698445",易腐贯,"320926196503209880","13705112498","""""","""""","0001",大额分期,活动,"20200415","04",150000.00,36,4166.67,23,54166.64,18000.00,0.00,18000.00,"2022-03-08"
"0050322054","6228151354197232",庞败唐,"320982198310271223","15862058828","""""","""""","0001",大额分期,活动,"20201116","11",100000.00,36,2777.78,16,55555.52,12000.00,0.00,12000.00,"2022-03-08"
"0000409890","6228159858540625",辛夕斩,"320911198309291328","18261206101","""""","""""","0001",大额分期,活动,"20191216","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0000298108","6228159561177624",章吁,"320982198912224512","18761200580","""""","""""","0001",大额分期,活动,"20191018","10",300000.00,36,8333.33,28,66666.68,36000.00,8000.00,28000.00,"2022-03-08"
"0050359493","6228151354123188",伏夷舰,"330624196602108690","15189211558","""""","""""","0001",大额分期,活动,"20200324","03",238000.00,36,6611.11,23,85944.47,28560.00,0.00,28560.00,"2022-03-08"
"0050855462","6228151354962858",易爹趋,"32091119730801149X","13705103320","""""","""""","0001",大额分期,活动,"20201130","11",100000.00,24,4166.67,15,37499.98,8000.00,0.00,8000.00,"2022-03-08"
"0050551449","6228161392674605",管旬,"320982198806079390","15396875866","""""","""""","0004",账单分期,活动,"20211012","10",5000.00,6,833.34,5,833.33,175.00,29.17,145.83,"2022-03-08"
"0051256495","6228151354957163",常瘫,"330701197802250822","13851315533","""""","""""","0001",大额分期,活动,"20220128","01",150000.00,36,4166.67,1,145833.33,18000.00,17500.00,500.00,"2022-03-08"
"0051268318","6228151354910816",霍腔,"320926196311293563","13962093758","""""","""""","0001",大额分期,活动,"20220129","01",100000.00,36,2777.78,1,97222.22,12000.00,11666.67,333.33,"2022-03-08"
"0051126870","6228151354956389",屈茂植,"320926197208172717","13914697936","""""","""""","0001",大额分期,活动,"20210618","06",80000.00,36,2222.22,8,62222.24,9600.00,7466.72,2133.28,"2022-03-08"
"0050314437","6228151354183752",伍吁龄,"320982198406201211","18796520767","""""","""""","0001",大额分期,活动,"20191212","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050003951","6228151354678876",文乌,"330624199601071391","17660630004","""""","""""","0005",账单分期,活动,"20210618","06",3216.00,12,268.00,8,1072.00,225.12,0.00,225.12,"2022-03-08"
"0000290489","6228159564725627",易淡辟,"320911198808154299","13515138525","""""","""""","0004",灵活分期,活动,"20201002","10",4200.00,24,175.00,17,1225.00,604.80,0.00,604.80,"2022-03-08"
"0050213756","6228151354649315",常俗剑,"320926198102093505","13770240813","""""","""""","0001",灵活分期,活动,"20211009","10",2980.00,12,248.34,5,1738.34,208.60,121.70,86.90,"2022-03-08"
"0050523077","6228151354976809",兰剑垂,"320911198006068794","15005107563","""""","""""","0002",账单分期,活动,"20210818","08",2187.00,12,182.25,6,1093.50,153.09,0.00,153.09,"2022-03-08"
"0000274776","6228159519292624",霍铲,"320982199710100698","15724846405","""""","""""","0001",大额分期,活动,"20201124","11",200000.00,36,5555.56,15,116666.65,24000.00,0.00,24000.00,"2022-03-08"
"0050203294","6228151354623443",武颜绒,"350206198312193696","15715617821","""""","""""","0002",账单分期,活动,"20210519","05",1440.00,12,120.00,9,360.00,100.80,0.00,100.80,"2022-03-08"
"0050846082","6228151354962973",纪莲衡,"320926196212311818","17768971688","""""","""""","0001",大额分期,活动,"20201125","11",300000.00,36,8333.34,15,175000.03,36000.00,0.00,36000.00,"2022-03-08"
"0050729993","6228161392650811",车鹿络,"210905197805039394","15849838910","""""","""""","0004",账单分期,活动,"20211210","12",1411.19,6,235.20,3,705.59,49.39,24.70,24.69,"2022-03-08"
"0051134122","6228151354956348",贺囊唐,"320911199509241493","18361069694","""""","""""","0001",账单分期,活动,"20210721","07",1800.00,12,150.00,7,750.00,126.00,0.00,126.00,"2022-03-08"
"0000393281","6228159960924626",芦洼礼,"320926196912235713","13962047272","""""","""""","0001",大额分期,活动,"20190321","03",150000.00,36,4166.67,35,4166.66,18000.00,0.00,18000.00,"2022-03-08"
"0050209736","6228151354648762",易赴,"420607198601215528","18761207897","""""","""""","0001",大额分期,活动,"20191203","12",40000.00,36,1111.11,27,10000.03,4800.00,0.00,4800.00,"2022-03-08"
"0050968264","6228151354954103",武邢,"320926197412200391","18961952447","""""","""""","0001",大额分期,活动,"20210119","01",70000.00,36,1944.45,13,44722.23,8400.00,0.00,8400.00,"2022-03-08"
"0050390238","6228151354122826",毕妹弯,"35012519910605532X","13770249021","""""","""""","0002",大额分期,活动,"20201202","12",200000.00,36,5555.56,15,116666.65,24000.00,0.00,24000.00,"2022-03-08"
"0000404435","6228159859759620",武剑汪,"320982199106061119","18861951231","""""","""""","0002",账单分期,活动,"20220111","01",7489.00,6,1248.17,2,4992.66,262.12,174.76,87.36,"2022-03-08"
"0000006631","6228159356354628",施婚绮,"320926197310142696","13851016868","""""","""""","0007",大额分期,活动,"20210416","04",300000.00,36,8333.33,11,208333.37,36000.00,0.00,36000.00,"2022-03-08"
"0050253692","6228151354167730",贺瀚抹,"320982200011091812","17551567217","""""","""""","0004",账单分期,活动,"20210603","06",1344.00,12,112.00,9,336.00,94.08,0.00,94.08,"2022-03-08"
"0050523077","6228151354976809",兰剑垂,"320911198006068794","15005107563","""""","""""","0004",账单分期,活动,"20220123","01",1489.15,3,496.38,1,992.77,23.83,15.89,7.94,"2022-03-08"
"0050213549","6228151354649448",耿烦姜,"330727197304179393","13770070418","""""","""""","0001",大额分期,活动,"20201130","11",200000.00,36,5555.56,15,116666.65,24000.00,0.00,24000.00,"2022-03-08"
"0000287331","6228159535854621",贺斩,"320982198304273628","17191707000","""""","""""","0004",账单分期,活动,"20210930","09",3700.00,12,308.34,5,2158.34,259.00,151.10,107.90,"2022-03-08"
"0000471131","6228159813154629",贺汞,"320982198908084502","13645109085","""""","""""","0002",大额分期,活动,"20190730","07",277000.00,36,7694.45,31,38472.22,33240.00,4616.70,28623.30,"2022-03-08"
"0050729993","6228161392650811",车鹿络,"210905197805039394","15849838910","""""","""""","0005",账单分期,新增的,"20220308","03",1450.81,6,241.80,0,1450.81,50.78,50.78,0.00,"2022-03-08"
"0000310623","6228159994361621",颜篇患,"142229198801184990","17712523680","""""","""""","0003",账单分期,活动,"20220107","01",4400.00,6,733.33,2,2933.34,154.00,102.68,51.32,"2022-03-08"
